=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.10.20 18:57:10 =~=~=~=~=~=~=~=~=~=~=~=
Time Done Counter ack_out a_out_2 a_out_1 a_out_0
2932747 0 740 1 0 0 0
2960075 0 740 0 0 305212264 2352195845
2960077 0 742 1 0 0 0
2965315 0 742 0 0 305212714 2222296326
2965317 0 744 1 0 0 0
2981191 0 744 0 0 305219090 3397821667
2981193 0 746 1 0 0 0
2984093 0 746 0 0 305219098 3665892585
2984095 0 748 1 0 0 0
3013187 0 748 0 0 305424730 180428102
3013189 0 750 1 0 0 0
3017843 0 750 0 0 305424954 3435208873
3017845 0 752 1 0 0 0
3033085 0 752 0 0 305441113 2260803911
3033087 0 754 1 0 0 0
3039215 0 754 0 0 305441377 2519966792
3039217 0 756 1 0 0 0
3045403 0 756 0 0 305455962 408193226
3045405 0 758 1 0 0 0
3053719 0 758 0 0 305457682 3426005160
3053721 0 760 1 0 0 0
3054269 0 760 0 0 305457689 1485146313
3054271 0 762 1 0 0 0
3057439 0 762 0 0 305457760 2352324777
3057441 0 764 1 0 0 0
3058403 0 764 0 0 305457760 3397755974
3058405 0 766 1 0 0 0
3075531 0 766 0 0 305464920 2328137031
3075533 0 768 1 0 0 0
3086047 0 768 0 0 305466424 3592594634
3086049 0 770 1 0 0 0
3135699 0 770 0 0 305481746 3328487591
3135701 0 772 1 0 0 0
3164627 0 772 0 0 305489960 2560855241
3164629 0 774 1 0 0 0
3196935 0 774 0 0 310969179 1415721193
3196937 0 776 1 0 0 0
3214731 0 776 0 0 310971427 1415941353
3214733 0 778 1 0 0 0
3220665 0 778 0 0 310971736 3433435431
3220667 0 780 1 0 0 0
3237969 0 780 0 0 310979651 1182109898
3237971 0 782 1 0 0 0
3370307 0 782 0 0 312232545 305345896
3370309 0 784 1 0 0 0
3370935 0 784 0 0 312232545 2259820969
3370937 0 786 1 0 0 0
3378207 0 786 0 0 312232809 2453016842
3378209 0 788 1 0 0 0
3404423 0 788 0 0 312290152 2290486474
3404425 0 790 1 0 0 0
3404695 0 790 0 0 312290152 2352353546
3404697 0 792 1 0 0 0
3404829 0 792 0 0 312290152 2352359684
3404831 0 794 1 0 0 0
3405695 0 794 0 0 312290153 204876034
3405697 0 796 1 0 0 0
3406507 0 796 0 0 312290154 136711370
3406509 0 798 1 0 0 0
3410951 0 798 0 0 312290331 1285624168
3410953 0 800 1 0 0 0
3412089 0 800 0 0 312290371 1184960715
3412091 0 802 1 0 0 0
3424307 0 802 0 0 312296554 1180774667
3424309 0 804 1 0 0 0
3433767 0 804 0 0 312298522 440477030
3433769 0 806 1 0 0 0
3436511 0 806 0 0 312298769 2453020811
3436513 0 808 1 0 0 0
3442961 0 808 0 0 312298841 2284201064
3442963 0 810 1 0 0 0
3448035 0 810 0 0 312304481 2451715338
3448037 0 812 1 0 0 0
3448645 0 812 0 0 312304482 1512184074
3448647 0 814 1 0 0 0
3461285 0 814 0 0 312305248 2592187530
3461287 0 816 1 0 0 0
3464987 0 816 0 0 312306962 1182937414
3464989 0 818 1 0 0 0
3466427 0 818 0 0 312306969 2292589640
3466429 0 820 1 0 0 0
3469817 0 820 0 0 312307009 305334604
3469819 0 822 1 0 0 0
3471747 0 822 0 0 312312641 446765417
3471749 0 824 1 0 0 0
3474913 0 824 0 0 312312665 2485264809
3474915 0 826 1 0 0 0
3475161 0 826 0 0 312312666 136623306
3475163 0 828 1 0 0 0
3482085 0 828 0 0 312312682 337779049
3482087 0 830 1 0 0 0
3491017 0 830 0 0 312313435 1412730952
3491019 0 832 1 0 0 0
3491297 0 832 0 0 312313435 1413554281
3491299 0 834 1 0 0 0
3494267 0 834 0 0 312314385 305411430
3494269 0 836 1 0 0 0
3497885 0 836 0 0 312314387 1380191590
3497887 0 838 1 0 0 0
3519601 0 838 0 0 312321122 1278576906
3519603 0 840 1 0 0 0
3525821 0 840 0 0 312322656 2352324745
3525823 0 842 1 0 0 0
3526063 0 842 0 0 312322656 2360451209
3526065 0 844 1 0 0 0
3534067 0 844 0 0 312322841 2292589640
3534069 0 846 1 0 0 0
3539033 0 846 0 0 312322880 2292294860
3539035 0 848 1 0 0 0
3552911 0 848 0 0 312494904 3570538796
3552913 0 850 1 0 0 0
3563427 0 850 0 0 312495187 1313180873
3563429 0 852 1 0 0 0
3566513 0 852 0 0 312495440 3467784486
3566515 0 854 1 0 0 0
3583939 0 854 0 0 312558440 2394108196
3583941 0 856 1 0 0 0
3585071 0 856 0 0 312558441 2226368649
3585073 0 858 1 0 0 0
3587533 0 858 0 0 312558442 1482759524
3587535 0 860 1 0 0 0
3590507 0 860 0 0 312558442 3529902215
3590509 0 862 1 0 0 0
3603433 0 862 0 0 312559466 3292734572
3603435 0 864 1 0 0 0
3604161 0 864 0 0 312559466 3294733452
3604163 0 866 1 0 0 0
3604351 0 866 0 0 312559466 3294736521
3604353 0 868 1 0 0 0
3606305 0 868 0 0 312560665 2295702754
3606307 0 870 1 0 0 0
3609419 0 870 0 0 312560666 3460375974
3609421 0 872 1 0 0 0
3612639 0 872 0 0 312560913 2453016811
3612641 0 874 1 0 0 0
3623195 0 874 0 0 312560930 1479772518
3623197 0 876 1 0 0 0
3624349 0 876 0 0 312560952 2288395619
3624351 0 878 1 0 0 0
3624811 0 878 0 0 312560952 2553483563
3624813 0 880 1 0 0 0
3627589 0 880 0 0 312566611 1145445670
3627591 0 882 1 0 0 0
3627917 0 882 0 0 312566611 1380326470
3627919 0 884 1 0 0 0
3629145 0 884 0 0 312566625 2225321097
3629147 0 886 1 0 0 0
3630459 0 886 0 0 312566626 1145285030
3630461 0 888 1 0 0 0
3631385 0 888 0 0 312566626 1221830726
3631387 0 890 1 0 0 0
3634749 0 890 0 0 312566803 1383468234
3634751 0 892 1 0 0 0
3637729 0 892 0 0 312566867 1379277894
3637731 0 894 1 0 0 0
3637969 0 894 0 0 312566880 3433116967
3637971 0 896 1 0 0 0
3646763 0 896 0 0 312567648 3436480650
3646765 0 898 1 0 0 0
3647627 0 898 0 0 312568083 1412673670
3647629 0 900 1 0 0 0
3654137 0 900 0 0 312568099 1412630764
3654139 0 902 1 0 0 0
3657861 0 902 0 0 312569106 1480822086
3657863 0 904 1 0 0 0
3664255 0 904 0 0 312569122 1479780422
3664257 0 906 1 0 0 0
3667037 0 906 0 0 312569168 3426824487
3667039 0 908 1 0 0 0
3675627 0 908 0 0 312574994 3433149735
3675629 0 910 1 0 0 0
3676293 0 910 0 0 312574994 3529618759
3676295 0 912 1 0 0 0
3678729 0 912 0 0 312575032 3570473259
3678731 0 914 1 0 0 0
3688659 0 914 0 0 312576273 2486407595
3688661 0 916 1 0 0 0
3690327 0 916 0 0 312576283 1145412934
3690329 0 918 1 0 0 0
3694441 0 918 0 0 312576291 1412663654
3694443 0 920 1 0 0 0
3704355 0 920 0 0 312582992 2394042662
3704357 0 922 1 0 0 0
3711817 0 922 0 0 312583266 1278576874
3711819 0 924 1 0 0 0
3714595 0 924 0 0 312583962 3299025932
3714597 0 924 1 0 0 0
3717537 0 924 0 0 312584473 2225478795
3717539 0 926 1 0 0 0
3732439 0 926 0 0 312585016 2489459724
3732441 0 926 1 0 0 0
3743821 0 926 0 0 312755792 3662029159
3743823 0 928 1 0 0 0
3747289 0 928 0 0 312755818 3460697354
3747291 0 930 1 0 0 0
3756605 0 930 0 0 312757305 349375848
3756607 0 932 1 0 0 0
3759455 0 932 0 0 312757313 2262146186
3759457 0 934 1 0 0 0
3781069 0 934 0 0 312787816 2558893194
3781071 0 936 1 0 0 0
3787491 0 936 0 0 312789608 2558631051
3787493 0 938 1 0 0 0
3788785 0 938 0 0 312789609 411147339
3788787 0 940 1 0 0 0
3789803 0 940 0 0 312789610 3329362188
3789805 0 942 1 0 0 0
3791499 0 942 0 0 312790033 446958951
3791501 0 944 1 0 0 0
3795513 0 944 0 0 312790074 3659669827
3795515 0 946 1 0 0 0
3798869 0 946 0 0 312790291 109416775
3798871 0 948 1 0 0 0
3799445 0 948 0 0 312790298 404891883
3799447 0 950 1 0 0 0
3800951 0 950 0 0 312790355 109416519
3800953 0 952 1 0 0 0
3801245 0 952 0 0 312790355 237341956
3801247 0 954 1 0 0 0
3804167 0 954 0 0 312790362 404891875
3804169 0 956 1 0 0 0
3815155 0 956 0 0 312828753 75898278
3815157 0 958 1 0 0 0
3815849 0 958 0 0 312828753 444996678
3815851 0 960 1 0 0 0
3821359 0 960 0 0 312828995 74553770
3821361 0 962 1 0 0 0
3822977 0 962 0 0 312829008 3425051047
3822979 0 964 1 0 0 0
3827259 0 964 0 0 312829472 2496892172
3827261 0 966 1 0 0 0
3828391 0 966 0 0 312829475 349407491
3828393 0 968 1 0 0 0
3830107 0 968 0 0 312829507 80845962
3830109 0 970 1 0 0 0
3831573 0 970 0 0 312829520 3662028871
3831575 0 972 1 0 0 0
3853787 0 972 0 0 312836922 3659667722
3853789 0 974 1 0 0 0
3856195 0 974 0 0 312836929 2228588778
3856197 0 976 1 0 0 0
3856869 0 976 0 0 312836930 3292768678
3856871 0 978 1 0 0 0
3864463 0 978 0 0 312836970 3458341130
3864465 0 980 1 0 0 0
3866767 0 980 0 0 312837138 447974726
3866769 0 982 1 0 0 0
3867231 0 982 0 0 312837138 3433280616
3867233 0 984 1 0 0 0
3868477 0 984 0 0 312837176 3669235786
3868479 0 986 1 0 0 0
3869301 0 986 0 0 312837184 3668150475
3869303 0 988 1 0 0 0
3878241 0 988 0 0 312837664 2496766311
3878243 0 990 1 0 0 0
3881713 0 990 0 0 312837720 3460576330
3881715 0 992 1 0 0 0
3883927 0 992 0 0 312837736 3467774280
3883929 0 994 1 0 0 0
3889835 0 994 0 0 312838689 2262147143
3889837 0 996 1 0 0 0
3890645 0 996 0 0 312838713 81005926
3890647 0 998 1 0 0 0
3901617 0 998 0 0 312845121 2552601738
3901619 0 1000 1 0 0 0
3904989 0 1000 0 0 312845138 71703910
3904991 0 1002 1 0 0 0
3911547 0 1002 0 0 312845371 78843208
3911549 0 1004 1 0 0 0
3913281 0 1004 0 0 312845376 3631581386
3913283 0 1006 1 0 0 0
3914527 0 1006 0 0 312845379 73768259
3914529 0 1008 1 0 0 0
3915115 0 1008 0 0 312845379 107317575
3915117 0 1010 1 0 0 0
3915651 0 1010 0 0 312845379 108366026
3915653 0 1012 1 0 0 0
3922053 0 1012 0 0 312845851 246548808
3922055 0 1014 1 0 0 0
3922753 0 1014 0 0 312845851 343017832
3922755 0 1016 1 0 0 0
3924461 0 1016 0 0 312845904 3460702283
3924463 0 1018 1 0 0 0
3948577 0 1018 0 0 313017954 1221823848
3948579 0 1020 1 0 0 0
3950125 0 1020 0 0 313018139 315822440
3950127 0 1022 1 0 0 0
3952711 0 1022 0 0 313018209 315821416
3952713 0 1024 1 0 0 0
3957099 0 1024 0 0 313018721 238400774
3957101 0 1026 1 0 0 0
3965365 0 1026 0 0 313019715 238393481
3965367 0 1028 1 0 0 0
3984571 0 1028 0 0 313051483 1210331363
3984573 0 1030 1 0 0 0
3985869 0 1030 0 0 313051488 2587070731
3985871 0 1032 1 0 0 0
3988141 0 1032 0 0 313051921 315886828
3988143 0 1034 1 0 0 0
3991495 0 1034 0 0 313051923 114561319
3991497 0 1036 1 0 0 0
3991887 0 1036 0 0 313051923 248778020
3991889 0 1038 1 0 0 0
3993895 0 1038 0 0 313051930 438445292
3993897 0 1040 1 0 0 0
3994589 0 1040 0 0 313051931 237118888
3994591 0 1042 1 0 0 0
3996459 0 1042 0 0 313051931 315887687
3996461 0 1044 1 0 0 0
4003275 0 1044 0 0 313052443 309399912
4003277 0 1046 1 0 0 0
4004043 0 1046 0 0 313052504 2557616233
4004045 0 1048 1 0 0 0
4015321 0 1048 0 0 313066515 1382419691
4015323 0 1050 1 0 0 0
4016395 0 1050 0 0 313066587 1148587302
4016397 0 1052 1 0 0 0
4017035 0 1052 0 0 313066587 1277566243
4017037 0 1054 1 0 0 0
4024885 0 1054 0 0 313068315 237115817
4024887 0 1056 1 0 0 0
4027703 0 1056 0 0 313068817 309726566
4027705 0 1058 1 0 0 0
4029217 0 1058 0 0 313068819 246552867
4029219 0 1060 1 0 0 0
4030203 0 1060 0 0 313068827 74813449
4030205 0 1060 1 0 0 0
4031593 0 1060 0 0 313068827 237344905
4031595 0 1062 1 0 0 0
4033017 0 1062 0 0 313068832 2456161639
4033019 0 1064 1 0 0 0
4034811 0 1064 0 0 313068835 304287079
4034813 0 1066 1 0 0 0
4035149 0 1066 0 0 313068888 3424956551
4035151 0 1068 1 0 0 0
4039279 0 1068 0 0 313099073 315694438
4039281 0 1070 1 0 0 0
4039567 0 1070 0 0 313099074 3357841831
4039569 0 1072 1 0 0 0
4051643 0 1072 0 0 313099354 114367782
4051645 0 1074 1 0 0 0
4052415 0 1074 0 0 313099355 1147407593
4052417 0 1076 1 0 0 0
4053881 0 1076 0 0 313099802 3665891561
4053883 0 1078 1 0 0 0
4054219 0 1078 0 0 313099802 3665962210
4054221 0 1080 1 0 0 0
4056173 0 1080 0 0 313099840 2587070825
4056175 0 1082 1 0 0 0
4057855 0 1082 0 0 313099864 2295598375
4057857 0 1084 1 0 0 0
4060129 0 1084 0 0 313100049 315886950
4060131 0 1086 1 0 0 0
4060373 0 1086 0 0 313100050 114435430
4060375 0 1088 1 0 0 0
4061355 0 1088 0 0 313100050 3330418086
4061357 0 1090 1 0 0 0
4062099 0 1090 0 0 313100050 3665962086
4062101 0 1092 1 0 0 0
4065027 0 1092 0 0 313100058 438442345
4065029 0 1094 1 0 0 0
4078175 0 1094 0 0 313100576 2385884422
4078177 0 1096 1 0 0 0
4094321 0 1096 0 0 313107522 3329306918
4094323 0 1098 1 0 0 0
4094771 0 1098 0 0 313107523 73769987
4094773 0 1098 1 0 0 0
4097523 0 1098 0 0 313107554 1277534311
4097525 0 1100 1 0 0 0
4098851 0 1100 0 0 313107986 3459654792
4098853 0 1102 1 0 0 0
4102391 0 1102 0 0 313108032 2553584779
4102393 0 1104 1 0 0 0
4106459 0 1104 0 0 313108250 3424956552
4106461 0 1106 1 0 0 0
4141609 0 1106 0 0 313280083 142718247
4141611 0 1108 1 0 0 0
4149465 0 1108 0 0 313280337 444707017
4149467 0 1110 1 0 0 0
4163319 0 1110 0 0 313281129 2453019784
4163321 0 1112 1 0 0 0
4175917 0 1112 0 0 313312081 444674281
4175919 0 1114 1 0 0 0
4183969 0 1114 0 0 313312106 404990089
4183971 0 1116 1 0 0 0
4199765 0 1116 0 0 313313888 2463211655
4199767 0 1118 1 0 0 0
4201345 0 1118 0 0 313313896 2290200871
4201347 0 1120 1 0 0 0
4212673 0 1120 0 0 313314331 1319372937
4212675 0 1122 1 0 0 0
4213707 0 1122 0 0 313314360 2587136266
4213709 0 1124 1 0 0 0
4215757 0 1124 0 0 313314385 238291369
4215759 0 1126 1 0 0 0
4215991 0 1126 0 0 313314385 439617769
4215993 0 1128 1 0 0 0
4220663 0 1128 0 0 313328480 2393060644
4220665 0 1130 1 0 0 0
4222613 0 1130 0 0 313328481 2225321097
4222615 0 1132 1 0 0 0
4223139 0 1132 0 0 313328482 1145285030
4223141 0 1134 1 0 0 0
4224253 0 1134 0 0 313328488 2456168583
4224255 0 1136 1 0 0 0
4224561 0 1136 0 0 313328489 2451971210
4224563 0 1138 1 0 0 0
4224783 0 1138 0 0 313328489 2485366921
4224785 0 1140 1 0 0 0
4225563 0 1140 0 0 313328658 1516351815
4225565 0 1142 1 0 0 0
4225949 0 1142 0 0 313328659 308393287
4225951 0 1144 1 0 0 0
4226233 0 1144 0 0 313328659 309441738
4226235 0 1146 1 0 0 0
4229385 0 1146 0 0 313328696 3659932874
4229387 0 1148 1 0 0 0
4233467 0 1148 0 0 313328744 3530950858
4233469 0 1150 1 0 0 0
4242131 0 1150 0 0 313330193 309441740
4242133 0 1152 1 0 0 0
4242845 0 1152 0 0 313330195 1182052548
4242847 0 1154 1 0 0 0
4248211 0 1154 0 0 313330273 74553769
4248213 0 1156 1 0 0 0
4254163 0 1156 0 0 313330707 1182044362
4254165 0 1158 1 0 0 0
4259647 0 1158 0 0 313330720 2392962249
4259649 0 1160 1 0 0 0
4266799 0 1160 0 0 313336657 75898278
4266801 0 1162 1 0 0 0
4267151 0 1162 0 0 313336658 136557772
4267153 0 1164 1 0 0 0
4268131 0 1164 0 0 313336659 1210298568
4268133 0 1166 1 0 0 0
4268937 0 1166 0 0 313336659 1311121604
4268939 0 1168 1 0 0 0
4271579 0 1168 0 0 313336674 80947428
4271581 0 1170 1 0 0 0
4271857 0 1170 0 0 313336674 80980102
4271859 0 1172 1 0 0 0
4277063 0 1172 0 0 313336850 406041926
4277065 0 1174 1 0 0 0
4291821 0 1174 0 0 313337448 2486407436
4291823 0 1176 1 0 0 0
4296145 0 1176 0 0 313337627 1151604876
4296147 0 1178 1 0 0 0
4298625 0 1178 0 0 313337704 3626244234
4298627 0 1180 1 0 0 0
4307259 0 1180 0 0 313338912 2496864359
4307261 0 1182 1 0 0 0
4315309 0 1182 0 0 313369426 71703846
4315311 0 1184 1 0 0 0
4325315 0 1184 0 0 313369659 337847400
4325317 0 1186 1 0 0 0
4328539 0 1186 0 0 313370130 1479807210
4328541 0 1188 1 0 0 0
4336089 0 1188 0 0 313370385 2560889123
4336091 0 1190 1 0 0 0
4341875 0 1190 0 0 313370465 77800552
4341877 0 1192 1 0 0 0
4366699 0 1192 0 0 313542971 1412637028
4366701 0 1194 1 0 0 0
4385847 0 1194 0 0 313574227 1377967464
4385849 0 1196 1 0 0 0
4397351 0 1196 0 0 313575771 1210329315
4397353 0 1198 1 0 0 0
4406575 0 1198 0 0 313590587 1411520873
4406577 0 1200 1 0 0 0
4412241 0 1200 0 0 313590802 1520667851
4412243 0 1202 1 0 0 0
4414221 0 1202 0 0 313590843 1411583275
4414223 0 1204 1 0 0 0
4419813 0 1204 0 0 313591323 1416759657
4419815 0 1206 1 0 0 0
4422399 0 1206 0 0 313591387 1145347395
4422401 0 1208 1 0 0 0
4429605 0 1208 0 0 313592608 2594409673
4429607 0 1210 1 0 0 0
4429829 0 1210 0 0 313592609 2258875465
4429831 0 1212 1 0 0 0
4430189 0 1212 0 0 313592609 2485357993
4430191 0 1214 1 0 0 0
4430423 0 1214 0 0 313592609 2485357993
4430425 0 1214 1 0 0 0
4439919 0 1214 0 0 313593145 78944579
4439921 0 1216 1 0 0 0
4475255 0 1216 0 0 313600800 2496892166
4475257 0 1218 1 0 0 0
4498569 0 1218 0 0 313607226 1188110539
4498571 0 1220 1 0 0 0
4505313 0 1220 0 0 313607706 1221855591
4505315 0 1222 1 0 0 0
4506303 0 1222 0 0 313607706 3295982852
4506305 0 1224 1 0 0 0
4521977 0 1224 0 0 313607970 3659831555
4521979 0 1226 1 0 0 0
4543837 0 1226 0 0 313804634 407145674
4543839 0 1228 1 0 0 0
4555329 0 1228 0 0 313805370 3364228390
4555331 0 1230 1 0 0 0
4566669 0 1230 0 0 313836378 404891881
4566671 0 1232 1 0 0 0
4567441 0 1232 0 0 313836378 407149642
4567443 0 1234 1 0 0 0
4570081 0 1234 0 0 313837843 109416775
4570083 0 1236 1 0 0 0
4571563 0 1236 0 0 313837851 142969159
4571565 0 1238 1 0 0 0
4576275 0 1238 0 0 313837920 2385879364
4576277 0 1240 1 0 0 0
4585463 0 1240 0 0 313838650 3357838664
4585465 0 1242 1 0 0 0
4586291 0 1242 0 0 313852731 337779049
4586293 0 1244 1 0 0 0
4588345 0 1244 0 0 313852761 2485268713
4588347 0 1246 1 0 0 0
4592307 0 1246 0 0 313853016 3433433383
4592309 0 1248 1 0 0 0
4595545 0 1248 0 0 313853528 3460703306
4595547 0 1250 1 0 0 0
4598907 0 1250 0 0 313854497 2259923017
4598909 0 1252 1 0 0 0
4609077 0 1252 0 0 313855009 2485488873
4609079 0 1254 1 0 0 0
4616337 0 1254 0 0 313860962 145991750
4616339 0 1256 1 0 0 0
4620959 0 1256 0 0 313861186 3328258375
4620961 0 1258 1 0 0 0
4622671 0 1258 0 0 313861218 78875974
4622673 0 1260 1 0 0 0
4626897 0 1260 0 0 313861728 3467714884
4626899 0 1262 1 0 0 0
4627649 0 1262 0 0 313861905 411405638
4627651 0 1264 1 0 0 0
4628817 0 1264 0 0 313861906 3330421062
4628819 0 1266 1 0 0 0
4629605 0 1266 0 0 313861920 2558889162
4629607 0 1268 1 0 0 0
4630369 0 1268 0 0 313861985 75861318
4630371 0 1270 1 0 0 0
4648867 0 1270 0 0 313869146 71703846
4648869 0 1272 1 0 0 0
4649733 0 1272 0 0 313869146 406920486
4649735 0 1274 1 0 0 0
4654795 0 1274 0 0 313869371 78911593
4654797 0 1276 1 0 0 0
4658923 0 1276 0 0 313869850 3364234466
4658925 0 1278 1 0 0 0
4670945 0 1278 0 0 313870113 2552602729
4670947 0 1280 1 0 0 0
4672155 0 1280 0 0 313870115 109414601
4672157 0 1282 1 0 0 0
4676795 0 1282 0 0 313871385 2226393321
4676797 0 1284 1 0 0 0
4679461 0 1284 0 0 313871392 2394005705
4679463 0 1286 1 0 0 0
4680137 0 1286 0 0 313871394 112270630
4680139 0 1288 1 0 0 0
4686439 0 1288 0 0 313877313 2560695588
4686441 0 1290 1 0 0 0
4695243 0 1290 0 0 313878080 2553584964
4695245 0 1292 1 0 0 0
4698307 0 1292 0 0 313878289 2560888100
4698309 0 1294 1 0 0 0
4708753 0 1294 0 0 313878816 2486415622
4708755 0 1296 1 0 0 0
4738333 0 1296 0 0 319335755 145984840
4738335 0 1298 1 0 0 0
4738831 0 1298 0 0 319335770 1220649287
4738833 0 1300 1 0 0 0
4748141 0 1300 0 0 319351587 305313034
4748143 0 1302 1 0 0 0
4751009 0 1302 0 0 319351657 1380322570
4751011 0 1304 1 0 0 0
4760111 0 1304 0 0 319351875 1218549035
4760113 0 1306 1 0 0 0
4765899 0 1306 0 0 319352152 3399885960
4765901 0 1308 1 0 0 0
4773095 0 1308 0 0 319367970 2253791655
4773097 0 1310 1 0 0 0
4776299 0 1310 0 0 319368042 113384618
4776301 0 1312 1 0 0 0
4785557 0 1312 0 0 319368259 1446157450
4785559 0 1314 1 0 0 0
4791737 0 1314 0 0 319375131 306615563
4791739 0 1316 1 0 0 0
4793489 0 1316 0 0 319375209 314676491
4793491 0 1318 1 0 0 0
4795875 0 1318 0 0 319375395 112432553
4795877 0 1320 1 0 0 0
4798061 0 1320 0 0 319375465 1186181257
4798063 0 1322 1 0 0 0
4799833 0 1322 0 0 319376418 447845609
4799835 0 1324 1 0 0 0
4803047 0 1324 0 0 319376441 448009321
4803049 0 1326 1 0 0 0
4803589 0 1326 0 0 319376441 1186373769
4803591 0 1328 1 0 0 0
4810993 0 1328 0 0 319376697 372647080
4810995 0 1330 1 0 0 0
4820753 0 1330 0 0 319383392 3399918728
4820755 0 1332 1 0 0 0
4825423 0 1332 0 0 319383579 1416769705
4825425 0 1334 1 0 0 0
4830875 0 1334 0 0 319383649 1185133705
4830877 0 1336 1 0 0 0
4848515 0 1336 0 0 319391563 1180016964
4848517 0 1338 1 0 0 0
4858579 0 1338 0 0 319391849 1387404394
4858581 0 1340 1 0 0 0
4861589 0 1340 0 0 319392313 372520105
4861591 0 1342 1 0 0 0
4863255 0 1342 0 0 319392320 3594757541
4863257 0 1344 1 0 0 0
4869211 0 1344 0 0 319399778 374449290
4869213 0 1346 1 0 0 0
4872617 0 1346 0 0 319400034 1180012871
4872619 0 1348 1 0 0 0
4885049 0 1348 0 0 319400761 1422008425
4885051 0 1350 1 0 0 0
4901089 0 1350 0 0 319834691 1187222889
4901091 0 1352 1 0 0 0
4940573 0 1352 0 0 319876442 1146200396
4940575 0 1354 1 0 0 0
4944651 0 1354 0 0 319892250 2220111084
4944653 0 1356 1 0 0 0
4948945 0 1356 0 0 319892328 2395212970
4948947 0 1358 1 0 0 0
4952137 0 1358 0 0 319892329 1149639786
4952139 0 1360 1 0 0 0
4952687 0 1360 0 0 319892329 1183194186
4952689 0 1362 1 0 0 0
4952929 0 1362 0 0 319892329 1311116554
4952931 0 1364 1 0 0 0
4953213 0 1364 0 0 319892329 1411616012
4953215 0 1366 1 0 0 0
4953269 0 1366 0 0 319892329 1422101762
4953271 0 1368 1 0 0 0
4963665 0 1368 0 0 319892547 1445109059
4963667 0 1370 1 0 0 0
4966115 0 1370 0 0 319892762 2384860427
4966117 0 1372 1 0 0 0
4967257 0 1372 0 0 319892776 2524318986
4967259 0 1374 1 0 0 0
4969069 0 1374 0 0 319892800 3592656204
4969071 0 1376 1 0 0 0
4975515 0 1376 0 0 319899675 74626409
4975517 0 1378 1 0 0 0
4979383 0 1378 0 0 319899752 3458602283
4979385 0 1380 1 0 0 0
4986943 0 1380 0 0 319900744 2591138149
4986945 0 1382 1 0 0 0
4988157 0 1382 0 0 319900744 3391370599
4988159 0 1384 1 0 0 0
4988419 0 1384 0 0 319900744 3396416872
4988421 0 1386 1 0 0 0
5020149 0 1386 0 0 319907936 2591329450
5020151 0 1388 1 0 0 0
5030467 0 1388 0 0 319909187 108079273
5030469 0 1390 1 0 0 0
5038861 0 1390 0 0 319915867 1243883625
5038863 0 1392 1 0 0 0
5039193 0 1392 0 0 319915867 1243909448
5039195 0 1394 1 0 0 0
5039827 0 1394 0 0 319915882 2219943272
5039829 0 1396 1 0 0 0
5040557 0 1396 0 0 319915882 2317618537
5040559 0 1398 1 0 0 0
5047229 0 1398 0 0 319916137 1152624745
5047231 0 1400 1 0 0 0
5047471 0 1400 0 0 319916137 1186179145
5047473 0 1402 1 0 0 0
5047855 0 1402 0 0 319916137 1411616105
5047857 0 1404 1 0 0 0
5071371 0 1404 0 0 319924834 1179722087
5071373 0 1406 1 0 0 0
5076343 0 1406 0 0 319925057 1153735786
5076345 0 1408 1 0 0 0
5086481 0 1408 0 0 320881762 2318775529
5086483 0 1410 1 0 0 0
5099769 0 1410 0 0 320883771 1446160521
5099771 0 1412 1 0 0 0
5101185 0 1412 0 0 320883787 1252138339
